text,label,source
When I asked a friend to return the money that I had loaned her á and then remembered that she had repayed me in several ways.,shame,isear
When one of my parents insinuates something about the other á (they are divorced).,guilt,isear
When i was asked to be a child's godmother.,joy,isear
On the way down a ski slope which was difficult and steep.,fear,isear
When my mother interfered in my life.,anger,isear
When I was left alone one week-end without being prepared for á it.,sadness,isear
The first time that I saw a surgeon cut off a leg and put it in a á black rubbish bag.,disgust,isear
When I forgot about a meeting at work.,shame,isear
When I demand too much from my friends.,guilt,isear
When my husband suddenly came to see me at my new job and á brought some flowers and cake with him.,joy,isear
When I was nearly attackad by a man who had been chasing me.,fear,isear
"When my father asked me if I was a communist, at the same time he á made it clear that I should no longer see myself as his daughter.",anger,isear
"When I applied for a job which I thought I had a good chance of á getting, I was not even granted an interview and did not get the á job.",sadness,isear
T.V features showing the violation of defenceless people.,disgust,isear
When I as a child of 9 or 10 I was playing doctor with the á neighbours boys their mother caught us.,shame,isear
When my husband talked about the restrictions he will have to á accept in his life to make our marriage work.  I felt that it was á directed at me as it was me who had demanded the changes.  We á were with a marriage counsellor then.,guilt,isear
When we were able to afford a new sofa - a leather one which cost á SEK 20000.  I had waited for it for 2-3 years.,joy,isear
Vertigo - standing on a ladder and painting the house.,fear,isear
When my boss enrolled in a course to satisfy his own ends - to á trample on his associates.  I have the misfortune to have one of á my superiors in my course.,anger,isear
When I argue with my mother about the way she treats her two á children differently.,sadness,isear
Spit and vomit.,disgust,isear
Spots on the seat covers of my husband's car.,shame,isear
Not speaking to my sister-in-law due to lack of interest in a á relationship on my side.,guilt,isear
"When I recently managed to get my first consulting assignment á \myself\"" i.e on my own initiative.""",joy,isear
I was within a hair's breadth of knocking down a drunkard who á suddenly ran into the street.  The fear came later when I     á realized what could have happened.,fear,isear
"When my friend, as usual, forgot the tickets at home for a á performance.  We missed it.",anger,isear
"A study visit to a chicken factory : the butchery, the smell, á the environment and the noise.",disgust,isear
Confession to my parents about my involvement in a moped theft.,shame,isear
"[ No answer as I see very little difference between shame and á guilt.  Therefore see answer for \shame\"".]""",guilt,isear
When I was appointed to position of trust in a group set up to á change the working environment.,joy,isear
I was alone in a cottage I often stay in.  I was woken up by a á rustling sound in the middle of the night.,fear,isear
"When I tried to explain to a plumber, face to face, that the á toilet was broken and he did not believe it (it had been mended á ten times).",anger,isear
When the result of a project work was treated nonchalantly á intead of being criticized by the teacher.,sadness,isear
When programmes on violence or pornography are shown on T.V.,disgust,isear
When I talked maliciously about a colleague at work to someone á else.  Immediately afterwards I felt ashamed.,shame,isear
When I decided to take a week s holiday without consulting the á family first.,guilt,isear
